Video ID,Title,Category,Views,Duration,Likes,Comments,Uploaded Date,Date,Tags,Channel Title,Channel Total View,Channel Subscribers,Channel Video,Channel Keywords
QjD3DCIsc-o,Me in the dream,Entertainment,563951,< 1min,34902.0,2863.0,2024-06-29,2024-07-01,,A.I.Channel,8255905,3010000,80,"['キズナアイ', 'あいちゃんねる', 'アイチャンネル', 'Kizuna', 'AI', 'KIzunaAI']"
d6LxfjxWg4U, SLO vs  JPN  Semi Finals  Highlights  Mens VNL 2024,Sports,1214874,10~30min,24932.0,1570.0,2024-06-29,2024-07-01,"['Japan', 'Slovenia', ""Slovenia vs. Japan - Men's VNL 2024"", 'country-Poland', 'gender-male', 'mid-18954', 'sport-volleyball', 'tcode-MVNL2024', 'teama-SLO', 'teamb-JPN', 'ttype-18', 'videostrand-GameHighlights', 'videotype-WSC', 'y-2024', 'VNL2024', 'Volleyball']",Volleyball World,1397010941,3180000,8132,"['Volleyball', 'Volleyball', 'Federation', 'VBTV', 'Volleyball', 'TV']"
vgWGontTv_A,大家族長男がプロポーズしました,People & Blogs,634298,10~30min,16087.0,547.0,2024-06-29,2024-07-01,"['漆山家', '大家族', '家族', '子供', 'ファミリー']",漆ちゃんfamily ,98655391,431000,217,
bNCkCL-j9jg,結婚5年半付き合った大好きな彼女にプロポーズします,Entertainment,506632,10~30min,42889.0,3887.0,2024-06-29,2024-07-01,"['のりぽん', 'カップル', '同棲', '結婚', 'プロポーズ', 'なこなこ', '華金カップル', 'vlog']",のりぽんチャンネル,671385078,1040000,768,"['のりぽん', 'カップル', 'ドッキリ']"
zaqwmp2-XtM,ドジャース・大谷翔平 2試合ぶり26号またもグラスノー先発試合でHR第2打席でセンター方向に勝ち越しソロを放ちメジャー通算200本塁打まであと3本に迫る,Sports,1901533,1~5min,14120.0,1964.0,2024-06-29,2024-07-01,"['MLB', 'メジャーリーグ', 'EPL', 'プレミアリーグ', 'SPFL', 'スコティッシュプレミアシップ', 'SPOTV', '大谷翔平', 'ドジャース', 'ジャイアンツ']",SPOTVNOW,1128067362,1020000,9837,"['MLB', 'メジャーリーグ', 'プレミアリーグ', 'EPL', 'spotv', 'spotv', 'now']"
KkCXLABwHP0,I Built 100 Homes And Gave Them Away!,Entertainment,48390459,5~10min,4172043.0,173716.0,2024-06-29,2024-07-01,,MrBeast,53334114736,294000000,804,"['mrbeast6000', 'beast', 'mrbeast', 'Mr', 'Beast', 'mr']"
79AJUGGOH-4,LiveCreepy Nuts  BlingBangBangBornLive at 国立代木競技場 第一体育館,Entertainment,457883,1~5min,18535.0,529.0,2024-06-29,2024-07-01,"['R-指定', 'DJ松永', 'ラップ', 'ヒップホップ', 'Rap', 'HipHop', 'フリースタイル', 'CreepyNuts', 'クリーピーナッツ', '日本語ラップ', 'j-hiphop', 'MCバトル', 'Creepy Nuts', 'サイファー']",Creepy Nuts,808108632,1430000,130,"['UMB', 'R', '指定', 'DJ', '松永', 'MCバトル', 'フリースタイル', '日本語ラップ', 'HIPHOP', 'JAPAN', 'オードリー', 'ハライチ', '霜降り明星', '三四郎', 'King', 'Gnu', '日向坂46', '米津玄師', 'RHYMESTER', 'ライムスター', 'あいみょん', 'サカナクション', '菅田将暉', '有吉', 'ヒプノシスマイク', '山里亮太', '千鳥', '橋本環奈', '佐久間', 'オールライブニッポン', '星野源', 'ZORN', '般若', 'DragonAsh', 'ハイスタ', 'R', '1', '藤井風', 'ヤバT', 'ラジオ', 'wanima', '梅田サイファー', 'EXIT', 'TBSラジオ', 'BiSH', 'M', '1', 'YOASOBI', '千鳥', 'ダウンタウン', 'SixTONES']"
JFJKShGhcMs,映画カラフルピーチ2人の魔法使い,Gaming,1574958,1~10hrs,56265.0,8848.0,2024-06-28,2024-07-01,"['マイクラ', 'まいくら', 'マインクラフト', 'minecraft', 'からぴち', 'カラフルピーチ', 'じゃぱぱ', 'たっつん', 'のあ', 'なおきり', 'ゆあん', 'えと', 'ヒロ', 'うり', 'どぬく', 'もふ', 'シヴァ', 'るな', 'からぴち']",カラフルピーチ,1830945511,1890000,725,['じゃぱぱ']
UkYFXD9dpf8,失恋しました,People & Blogs,386581,10~30min,10670.0,494.0,2024-06-29,2024-07-01,"['さくらチャンネル', 'さくら', 'TikTok', 'さくらチャンネル']",さくらチャンネル,341623038,725000,963,"['さくら', '桜', 'tiktok', 'YouTube', 'さくらチャンネル']"
6WiQ9vgeto4,BreakingDown125の直後に話を聞いてみた,Entertainment,381042,30~60min,4102.0,690.0,2024-06-29,2024-07-01,,ふわっとmikuruチャンネル,242737584,605000,667,['朝倉未来']
