Video ID,Title,Category,Views,Duration,Likes,Comments,Uploaded Date,Date,Tags,Channel Title,Channel Total View,Channel Subscribers,Channel Video,Channel Keywords
78lNnCitcBM,RIIZE 라이즈 Boom Boom Bass MV,Music,16273414,1~5min,242216.0,17591.0,2024-06-17,2024-06-23,"['sm', 'RIIZE', 'Impossible', 'SHOTARO', 'EUNSEOK', 'SUNGCHAN', 'WONBIN', 'SOHEE', 'ANTON', '라이즈', '임파서블', '쇼타로', '은석', '성찬', '원빈', '뮤비', '뮤비 티저', 'Music VIdeo', 'MV', 'RIIZING', '라이징', 'boom boom bass', 'bbb', '붐붐베이스', '베이스', '붐붐 베이스', 'RIIZE', '라이즈', 'BoomBoomBass', 'RIIZE_BoomBoomBass', 'RIIZING', 'RISEandREALIZE']",SMTOWN,29579681327,32500000,4370,"['SM', 'SMENT', 'SMTOWN', 'SMENTERTAINMENT', '에스엠엔터테인먼트', '에스엠타운', '에스엠', 'KPOP', 'TVXQ', '동방신기', '東方神起', 'DBSK', 'SuperJunior', '슈퍼주니어', 'SJ', 'Girls', 'Generation', '소녀시대', 'GG', 'SNSD', '少女時代', 'SHINee', '샤이니', '에프엑스', 'f', 'x', 'Grace', '천상지희', '천상지희더그레이스', 'TRAX', '트랙스', 'BoA', '보아', 'KANGTA', '강타', 'LeeYeonHee', 'exo', 'exom', 'exok', '엑소', '엑소케이', '엑소엠', 'NCT', 'NCT', '127', 'NCT', 'DREAM', 'Red', 'Velvet', '레드벨벳', '엔시티', '엔시티', '127', '엔시티', '드림', 'NCT', 'U', '엔시티유', 'SuperM', '슈퍼엠', 'aespa', '에스파']"
0vLxejYix_Y,일상vlog  21살 버킷리스트 하나씩 뿌시며 사는중오토바이 뒷탑승 빨간머리 염색 캠코더 구매 강박 없는 삶 헬스뽀이 새친구 살국수 아빠HBD가은Gaeun,People & Blogs,92084,30~60min,2055.0,323.0,2024-06-20,2024-06-23,,가은Gaeun,38324925,261000,258,
NDxM1Zb-U1U,이영지X도경수 Small girl Live ver,Music,2003193,1~5min,155988.0,4532.0,2024-06-17,2024-06-23,"['이영지', '도경수', 'small girl', '16 fantasy', '신곡', '이영지 앨범', '이영지 도경수', 'yt:cc=on']",이영지,339490281,1200000,48,
STSSVr-Cy08,처음으로 한국 시어머니와 하루종일 돌아다닌 우크라이나 아내 반응,People & Blogs,144354,10~30min,8273.0,448.0,2024-06-21,2024-06-23,"['국제커플#', '우크라이나#', '외국인여자친구#', '우크라이나여자친구#', '동유럽처자#', 'Internationalcouple#', 'AMWF#', 'Ukraine#', '#쇼핑', '#할인혜택', '#쇼핑노하우', '#20대쇼핑', '#30대쇼핑', '#40대쇼핑', '#그립']",한국사는따냐 Tanya in Korea,99126234,256000,250,"['국제커플', 'AMWF', '우크라이나', 'InternationalCouple', '외국인여친', '우크라이나미녀', '우크라이나여자', '타냐', '동유럽처자']"
bLKVK5g57rQ,Concert DDay Behind  Ep4  2023 NCT CONCERT  NCT NATION  To The World in OSAKA,Music,282949,30~60min,22944.0,1042.0,2024-06-21,2024-06-23,"['NCT', 'NCT127', 'NCTDREAM', 'WayV', 'NCT_DOJAEJUNG', 'NCTWISH', 'NCT_NATION', 'NCT_NATION_ToTheWorld', 'Concert', 'Behind']",NCT,1299594528,6200000,1129,"['채널NCT', 'NCT', '엔시티']"
h5_fCFRDjFc,피가되고 살이되는 이지혜 왕언니들의 충고이경실 조혜련,People & Blogs,433347,10~30min,11906.0,657.0,2024-06-20,2024-06-23,"['이지혜', '밉지않은 관종언니', '밉관', '큰태리', '문재완', '이지혜 문재완', '문태리', '문엘리', '작은태리', '엘리', '관종언니', '밉지않은관종언니', '관종언니 이지혜', '동상이몽 이지혜', '동상이몽', '관종 이지혜', '이지혜 관종', '관심이', '돌싱글즈', '이지혜 노래', '밉지않은관종', '이지혜 태리', '이지혜', '이경실', '조혜련']",밉지않은 관종언니,331809256,902000,420,"['이지혜', '샵디', '관종언니', '샾', '밉관', '큰태리', '이지혜', '문재완', '이지혜', '문재완', '문태리', '문엘리', '큰태리', '작은태리', '엘리', '관종언니', '밉지않은관종언니', '관종언니', '이지혜', '동상이몽', '이지혜', '동상이몽', '관종', '이지혜', '이지혜', '관종', '관심이', '돌싱글즈', '이지혜', '노래', '밉지않은관종', '관종', '이지혜', '이지혜', '태리']"
kajcL0z0kKE,만루포 뒤집고 백투백으로 끝내고 승리의 챔필   기아타이거즈   김도영  박찬호  챔피언스필드,Sports,112596,1~5min,2476.0,194.0,2024-06-20,2024-06-23,"['KIA타이거즈', '기아타이거즈', '박찬호', '기아박찬호', '김도영', '김도영만루홈런', '박민', '이우성', '챔피언스필드', 'KBO', '프로야구', '광주일보', '김여울기자', '광주일보기아']",광주일보,13876516,22200,1112,['광주일보']
FfXfiFZX5Uw,요즘 나오는 햇감자로 밥도둑 감자짜글이 만들어 보세요,Howto & Style,144181,10~30min,1427.0,33.0,2024-06-19,2024-06-23,"['밥차남', '감자요리', '감자 짜글이', '짜글이 만들기', '감자짜글이', '감자짜글이 만들기', '짜글이 레시피', '짜글이 만드느느 법', '감자 짜글이 레시피', '감자짜글이 밥차남 레시피', '집밥레시피', '밥차남', '감자짜글이', '레시피', '집밥', 'cooking', 'foodrecipe', '감자요리']",밥상차려주는남자,128140165,629000,953,"['요리', '레시피', 'koreanfood', 'koreanfoodrecipe', '요리유튜버', '밥차남', '집밥', '한식', '쉬운요리', '간단요리', '반찬만들기', 'cooking', 'korean', 'recipe']"
BQakj0GXjQ4,난생 처음 본 한정식에 역대급 반응 보인 외국 배우들 미국 브라질 벨기에 러시아 배우 첫 반응  한국에서 뭐하지,Entertainment,454491,10~30min,9658.0,351.0,2024-06-20,2024-06-23,"['외국인배우', '한국에서뭐하지', '브라질', '미국', '벨기에', '러시아']",어썸코리아 Awesome Korea,830376089,925000,1548,"['외국인', '외국인반응']"
Hyb0CJRbUEE,백종원 대표님이 솔루션 했던 새마을식당 얼마나 변했을까,Howto & Style,179651,10~30min,1560.0,305.0,2024-06-20,2024-06-23,"['정육왕', '정육왕맛집', '먹방', '맛집', '고기', '고깃집', '정육왕', '새마을식당', '백종원']",정육왕 MeatCreator,273575783,737000,869,"['정육왕', '고기', '육식', '스테이크', '한우', '돼지고기', '소고기', '고기집', '맛집', '먹방']"
Dx9W0lcRV3o,ENG 신생아 외모 무슨일 남편과 조리원 입소  체리 건강상태 결과  l  조리원 브이로그 VLOG,People & Blogs,199582,10~30min,,461.0,2024-06-19,2024-06-23,"['food asmr', 'MUKBANG', 'korean mukbang', 'korean food', 'mukbang', '혼밥', '먹방', 'VLog', '브이로그', '신생아 외모', '신생아 눈 크기', '신생아 외모 변천사', '한국 일상', 'Collab', 'Korean', '커플', '부부', '신혼', '신혼일기', '요리', '신혼부부', '아기', '조리원브이로그', '출산 브이로그', '임신 브이로그', '제왕절개', '아기 브이로그', '귀여운 영상', '태하', '태요미네', '유준이', '리쥬라이크', '장영란', '아기 영상들', '귀여운 아기', '신생아', '나름 임신', '육아 브이로그', '육아', '조리원', '조리원 브이로그', '조리원 가격', '조리원 비교', '먹방', '구독', '좋아요']",[Nareum_TV] 나름TV,942996868,2610000,1017,"['먹방', 'mukbang', '나름', 'korean', 'food', '리얼사운드', 'asmr', 'asmr', 'mukbang', 'eating', 'asmr', 'asmr', 'eating', 'food', 'korean', 'mukbang', '먹방', '라면먹방', 'yummy', 'eating', 'mukbang', 'korean', 'food', 'jane', 'asmr', 'samyang', 'hamzy', 'samyang', 'korean', 'mukbang', '중식당', '짬뽕집', '나름이먹방', '쌍둥이', '나름다름', '짜장면', '짜파게티', '불닭볶음면', '삼양', 'samyang', '먹방', '쯔양', '햄지', '문복희', '히밥', 'tzuyang', 'Hamzy', 'heebab', 'mukbang', 'eating', 'show', 'korean', 'food']"
QHDg_a1e3rA,네덜란드 친구들에게 한정식 차려주자 feat 네덜 아재들의 수다,People & Blogs,136671,10~30min,8548.0,325.0,2024-06-19,2024-06-23,"['국제 가족', '국제 커플', '네덜란드 커플', '네덜란드 이민', '해외 이민', '외국인 먹방', '외국인 반응', '혼혈 아기', '귀여운 아기', '강아지 아기', '진돗개 아기', '이민', '유럽 이민', '유럽 여행', '코코지', '코코지 후기', '봉글이', '세랑이', '혼혈아기', '진돗개', '아기와 강아지', '아기와 진돗개', '외국인 한정식', '외국인 한정식 반응']",멜봉 네덜란드 MelBong,82242565,176000,337,
DkKjVYF_5ec,하드코어에서 블록 30만개로 유리상자 속 범선 만들기,Gaming,589648,10~30min,19718.0,1781.0,2024-06-17,2024-06-23,"['마인크래프트', '노가다', '마인크래프트 건축', '건축', '마인크래프트 노가다', '마인크레프트', '건축 노가다', '휘용', '휘용 건축', '마크 휘용', 'minecraft', 'minecraft bulid', 'creative', '범선', '하드코어', '마인크래프트 하드코어', 'minecraft hardcore', '마인크래프트 범선', '마크 배', '마인크래프트', '하드코어', '건축', '범선']",휘용 Hwiyong,51266216,534000,39,"['minecraft', '마인크래프트', '건축', '휘용', '일상', 'vlog', 'building', 'Minecraft', 'building', 'Hwiyong', '야생', '노가다', 'How', 'to', 'make', 'how', 'to', 'bulid', '마크', '노가다', '휘융', '휘웅', 'hardwork', 'survival']"
F6U-L8Bs5dU,이 오빠 소개해주세요,Gaming,295060,5~10min,11564.0,630.0,2024-06-18,2024-06-23,"['한국 버튜버', '버튜버', '이세계아이돌', '비챤', '아이네', '고세구', '주르르', '징버거', '릴파', '우왁굳', '뢴트게늄', '이세돌', '이세돌 비챤', '우왁굳 이세돌', '우왁굳 이세계아이돌', '우왁굳 비챤', 'VIichan', 'VLICHAN', 'Vichan', 'VCHAN', '비찬', '비챤 유튜브', 'VRCHAT', '리그오브레전드', 'vr챗', '비챤 이세돌', '비챤 노래', '왁타버스', '비챤 버튜버', '비챤 게임', '비챤 우왁굳', 'Vtuber', '이세돌 키딩', '비챤 핫클립', '동동쿤', '아이네 동동쿤', '비챤 동동쿤', '비챤 아이네', '비챤', '이세돌', '이세계아이돌']",비챤 VIichan,285976069,363000,756,"['VR', '버츄얼유튜버', 'V', 'tuber', '비챤', 'VIichan', '이세계아이돌', '이세돌', '우왁굳', '릴파', '고세구', '주르르', '징버거', '아이네', '이세돌', '비챤', '비챤', '이세돌', '비챤', '노래', '비챤', '게임', '비챤', '버튜버', '버튜버', '왁타버스', '왁타버스', '이세돌']"
